Sort,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
1897,1980,Ice Hockey,M,Ice Hockey,Yury Lebedyev,SILVER,Lake Placid,United States,Soviet Union,RUS,
1898,1980,Ice Hockey,M,Ice Hockey,Aleksey Kasatonov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1899,1980,Ice Hockey,M,Ice Hockey,Valery Kharlamov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1900,1980,Ice Hockey,M,Ice Hockey,Vladimir Krutov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1901,1980,Ice Hockey,M,Ice Hockey,Vyacheslav Fetisov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1902,1980,Ice Hockey,M,Ice Hockey,Aleksandr Golikov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1903,1980,Ice Hockey,M,Ice Hockey,Vladimir Golikov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1904,1980,Ice Hockey,M,Ice Hockey,Helmuts Balderis,SILVER,Lake Placid,United States,Soviet Union,RUS,
1905,1980,Ice Hockey,M,Ice Hockey,Viktor Zhluktov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1906,1980,Ice Hockey,M,Ice Hockey,Vladislav Tretyak,SILVER,Lake Placid,United States,Soviet Union,RUS,
1907,1980,Ice Hockey,M,Ice Hockey,Valery Vasilyev,SILVER,Lake Placid,United States,Soviet Union,RUS,
1908,1980,Ice Hockey,M,Ice Hockey,Sergey Starikov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1909,1980,Ice Hockey,M,Ice Hockey,Mats Waltin,BRONZE,Lake Placid,United States,Sweden,SWE,
1910,1980,Ice Hockey,M,Ice Hockey,Ulf Weinstock,BRONZE,Lake Placid,United States,Sweden,SWE,
1911,1980,Ice Hockey,M,Ice Hockey,Mats Åhlberg,BRONZE,Lake Placid,United States,Sweden,SWE,
1912,1980,Ice Hockey,M,Ice Hockey,Sture Andersson,BRONZE,Lake Placid,United States,Sweden,SWE,
1913,1980,Ice Hockey,M,Ice Hockey,Bo Berglund,BRONZE,Lake Placid,United States,Sweden,SWE,
1914,1980,Ice Hockey,M,Ice Hockey,Håkan Eriksson,BRONZE,Lake Placid,United States,Sweden,SWE,
1915,1980,Ice Hockey,M,Ice Hockey,Jan Eriksson,BRONZE,Lake Placid,United States,Sweden,SWE,
1916,1980,Ice Hockey,M,Ice Hockey,Thomas Eriksson,BRONZE,Lake Placid,United States,Sweden,SWE,
1917,1980,Ice Hockey,M,Ice Hockey,Leif Holmgren,BRONZE,Lake Placid,United States,Sweden,SWE,
1918,1980,Ice Hockey,M,Ice Hockey,Tomas Jonsson,BRONZE,Lake Placid,United States,Sweden,SWE,
1919,1980,Ice Hockey,M,Ice Hockey,Per-Eric Lindbergh,BRONZE,Lake Placid,United States,Sweden,SWE,
1920,1980,Ice Hockey,M,Ice Hockey,William Löfqvist,BRONZE,Lake Placid,United States,Sweden,SWE,
1921,1980,Ice Hockey,M,Ice Hockey,Harald Lückner,BRONZE,Lake Placid,United States,Sweden,SWE,
1922,1980,Ice Hockey,M,Ice Hockey,Bengt Lundholm,BRONZE,Lake Placid,United States,Sweden,SWE,
1923,1980,Ice Hockey,M,Ice Hockey,Per Lundqvist,BRONZE,Lake Placid,United States,Sweden,SWE,
1924,1980,Ice Hockey,M,Ice Hockey,Lars Molin,BRONZE,Lake Placid,United States,Sweden,SWE,
1925,1980,Ice Hockey,M,Ice Hockey,Mats Nåslund,BRONZE,Lake Placid,United States,Sweden,SWE,
1926,1980,Ice Hockey,M,Ice Hockey,Lennart Norberg,BRONZE,Lake Placid,United States,Sweden,SWE,
1927,1980,Ice Hockey,M,Ice Hockey,Tommy Samuelsson,BRONZE,Lake Placid,United States,Sweden,SWE,
1928,1980,Ice Hockey,M,Ice Hockey,Dan Söderström,BRONZE,Lake Placid,United States,Sweden,SWE,
1929,1980,Luge,M,Singles,Bernhard Glass,GOLD,Lake Placid,United States,East Germany,DEU,
1930,1980,Luge,M,Singles,Paul Hildgartner,SILVER,Lake Placid,United States,Italy,ITA,
1931,1980,Luge,M,Singles,Anton Winkler,BRONZE,Lake Placid,United States,West Germany,DEU,
1932,1980,Luge,F,Singles,Vera Zozula,GOLD,Lake Placid,United States,Soviet Union,RUS,
1933,1980,Luge,F,Singles,Melitta Sollmann,SILVER,Lake Placid,United States,East Germany,DEU,
1934,1980,Luge,F,Singles,Ingrìda Amantova,BRONZE,Lake Placid,United States,Soviet Union,RUS,
1935,1980,Luge,M,Doubles,Norbert Hahn,GOLD,Lake Placid,United States,East Germany,DEU,
1936,1980,Luge,M,Doubles,Hans Rinn,GOLD,Lake Placid,United States,East Germany,DEU,
1937,1980,Luge,M,Doubles,Karl Brunner,SILVER,Lake Placid,United States,Italy,ITA,
1938,1980,Luge,M,Doubles,Peter Gschnitzer,SILVER,Lake Placid,United States,Italy,ITA,
1939,1980,Luge,M,Doubles,Georg Fluckinger,BRONZE,Lake Placid,United States,Austria,AUT,
1940,1980,Luge,M,Doubles,Karl Schrott,BRONZE,Lake Placid,United States,Austria,AUT,
1941,1980,Nordic Combined,M,Individual (15km+Jump),Ulrich Wehling,GOLD,Lake Placid,United States,East Germany,DEU,
1942,1980,Nordic Combined,M,Individual (15km+Jump),Jouko Karjalainen,SILVER,Lake Placid,United States,Finland,FIN,
1943,1980,Nordic Combined,M,Individual (15km+Jump),Konrad Winkler,BRONZE,Lake Placid,United States,East Germany,DEU,
1944,1980,Ski jumping,M,Large Hill,Jouko Törmänen,GOLD,Lake Placid,United States,Finland,FIN,
1945,1980,Ski jumping,M,Large Hill,Hubert Neuper,SILVER,Lake Placid,United States,Austria,AUT,
1946,1980,Ski jumping,M,Large Hill,Jari Puikkonen,BRONZE,Lake Placid,United States,Finland,FIN,
1947,1980,Ski jumping,M,Normal Hill,Toni Innauer,GOLD,Lake Placid,United States,Austria,AUT,
1948,1980,Ski jumping,M,Normal Hill,Manfred Deckert,SILVER,Lake Placid,United States,East Germany,DEU,
1949,1980,Ski jumping,M,Normal Hill,Hirokazu Yagi,SILVER,Lake Placid,United States,Japan,JPN,
1950,1980,Speed Skating,M,500m,Eric Heiden,GOLD,Lake Placid,United States,United States,USA,
1951,1980,Speed Skating,M,500m,Yevgeny Kulikov,SILVER,Lake Placid,United States,Soviet Union,RUS,
1952,1980,Speed Skating,M,500m,Lieuwe de Boer,BRONZE,Lake Placid,United States,Netherlands,NLD,
1953,1980,Speed Skating,F,500m,Karin Enke,GOLD,Lake Placid,United States,East Germany,DEU,
1954,1980,Speed Skating,F,500m,Leah Poulos-Mueller,SILVER,Lake Placid,United States,United States,USA,
1955,1980,Speed Skating,F,500m,Natalya Petruseva,BRONZE,Lake Placid,United States,Soviet Union,RUS,
1956,1980,Speed Skating,M,1000m,Eric Heiden,GOLD,Lake Placid,United States,United States,USA,
1957,1980,Speed Skating,M,1000m,Gaétan Boucher,SILVER,Lake Placid,United States,Canada,CAN,
1958,1980,Speed Skating,M,1000m,Vladimir Lobanov,BRONZE,Lake Placid,United States,Soviet Union,RUS,
1959,1980,Speed Skating,M,1000m,Frode Rønning,BRONZE,Lake Placid,United States,Norway,NOR,
1960,1980,Speed Skating,F,1000m,Natalya Petruseva,GOLD,Lake Placid,United States,Soviet Union,RUS,
1961,1980,Speed Skating,F,1000m,Leah Poulos-Mueller,SILVER,Lake Placid,United States,United States,USA,
1962,1980,Speed Skating,F,1000m,Silvia Albrecht,BRONZE,Lake Placid,United States,East Germany,DEU,
1963,1980,Speed Skating,M,1500m,Eric Heiden,GOLD,Lake Placid,United States,United States,USA,
1964,1980,Speed Skating,M,1500m,Kay Arne Stenshjemmet,SILVER,Lake Placid,United States,Norway,NOR,
1965,1980,Speed Skating,M,1500m,Terje Andersen,BRONZE,Lake Placid,United States,Norway,NOR,
1966,1980,Speed Skating,F,1500m,Annie Borckink,GOLD,Lake Placid,United States,Netherlands,NLD,
1967,1980,Speed Skating,F,1500m,Ria Visser,SILVER,Lake Placid,United States,Netherlands,NLD,
1968,1980,Speed Skating,F,1500m,Sabine Becker,BRONZE,Lake Placid,United States,East Germany,DEU,
1969,1980,Speed Skating,F,3000m,Bjørg Eva Jensen,GOLD,Lake Placid,United States,Norway,NOR,
1970,1980,Speed Skating,F,3000m,Sabine Becker,SILVER,Lake Placid,United States,East Germany,DEU,
1971,1980,Speed Skating,F,3000m,Beth Heiden,BRONZE,Lake Placid,United States,United States,USA,
1972,1980,Speed Skating,M,5000m,Eric Heiden,GOLD,Lake Placid,United States,United States,USA,
1973,1980,Speed Skating,M,5000m,Kay Arne Stenshjemmet,SILVER,Lake Placid,United States,Norway,NOR,
1974,1980,Speed Skating,M,5000m,Tom Erik Oxholm,BRONZE,Lake Placid,United States,Norway,NOR,
1975,1980,Speed Skating,M,10000m,Eric Heiden,GOLD,Lake Placid,United States,United States,USA,
1976,1980,Speed Skating,M,10000m,Piet Kleine,SILVER,Lake Placid,United States,Netherlands,NLD,
1977,1980,Speed Skating,M,10000m,Tom Erik Oxholm,BRONZE,Lake Placid,United States,Norway,NOR,
1978,1984,Alpine Skiing,M,Downhill,Bill Johnson,GOLD,Sarajevo,Yugoslavia ,United States,USA,
1979,1984,Alpine Skiing,M,Downhill,Peter Müller,SILVER,Sarajevo,Yugoslavia ,Switzerland,CHE,
1980,1984,Alpine Skiing,M,Downhill,Anton Steiner,BRONZE,Sarajevo,Yugoslavia ,Austria,AUT,
1981,1984,Alpine Skiing,F,Downhill,Michela Figini,GOLD,Sarajevo,Yugoslavia ,Switzerland,CHE,
1982,1984,Alpine Skiing,F,Downhill,Maria Walliser,SILVER,Sarajevo,Yugoslavia ,Switzerland,CHE,
1983,1984,Alpine Skiing,F,Downhill,Olga Charvátová,BRONZE,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
1984,1984,Alpine Skiing,M,Giant Slalom,Max Julen,GOLD,Sarajevo,Yugoslavia ,Switzerland,CHE,
1985,1984,Alpine Skiing,M,Giant Slalom,Jure Franko,SILVER,Sarajevo,Yugoslavia ,Yugoslavia,SRB,
1986,1984,Alpine Skiing,M,Giant Slalom,Andreas Wenzel,BRONZE,Sarajevo,Yugoslavia ,Liechtenstein,LIE,
1987,1984,Alpine Skiing,F,Giant Slalom,Debbie Armstrong,GOLD,Sarajevo,Yugoslavia ,United States,USA,
1988,1984,Alpine Skiing,F,Giant Slalom,Christin Cooper,SILVER,Sarajevo,Yugoslavia ,United States,USA,
1989,1984,Alpine Skiing,F,Giant Slalom,Perrine Pelen,BRONZE,Sarajevo,Yugoslavia ,France,FRA,
1990,1984,Alpine Skiing,M,Slalom,Phil Mahre,GOLD,Sarajevo,Yugoslavia ,United States,USA,
1991,1984,Alpine Skiing,M,Slalom,Steve Mahre,SILVER,Sarajevo,Yugoslavia ,United States,USA,
1992,1984,Alpine Skiing,M,Slalom,Didier Bouvet,BRONZE,Sarajevo,Yugoslavia ,France,FRA,
1993,1984,Alpine Skiing,F,Slalom,Paoletta Magoni,GOLD,Sarajevo,Yugoslavia ,Italy,ITA,
1994,1984,Alpine Skiing,F,Slalom,Perrine Pelen,SILVER,Sarajevo,Yugoslavia ,France,FRA,
1995,1984,Alpine Skiing,F,Slalom,Ursula Konzett,BRONZE,Sarajevo,Yugoslavia ,Liechtenstein,LIE,
1996,1984,Biathlon,M,10km Biathlon,Eirik Kvalfoss,GOLD,Sarajevo,Yugoslavia ,Norway,NOR,
1997,1984,Biathlon,M,10km Biathlon,Peter Angerer,SILVER,Sarajevo,Yugoslavia ,West Germany,DEU,
1998,1984,Biathlon,M,10km Biathlon,Matthias Jacob,BRONZE,Sarajevo,Yugoslavia ,East Germany,DEU,
1999,1984,Biathlon,M,20km Individual,Peter Angerer,GOLD,Sarajevo,Yugoslavia ,West Germany,DEU,
2000,1984,Biathlon,M,20km Individual,Frank-Peter Roetsch,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2001,1984,Biathlon,M,20km Individual,Eirik Kvalfoss,BRONZE,Sarajevo,Yugoslavia ,Norway,NOR,
2002,1984,Biathlon,M,4x7.5km Relay,Sergey Bulygin,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2003,1984,Biathlon,M,4x7.5km Relay,Yury Kashkarov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2004,1984,Biathlon,M,4x7.5km Relay,Algimantas Salna,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2005,1984,Biathlon,M,4x7.5km Relay,Dmitry Vasilyev,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2006,1984,Biathlon,M,4x7.5km Relay,Eirik Kvalfoss,SILVER,Sarajevo,Yugoslavia ,Norway,NOR,
2007,1984,Biathlon,M,4x7.5km Relay,Odd Lirhus,SILVER,Sarajevo,Yugoslavia ,Norway,NOR,
2008,1984,Biathlon,M,4x7.5km Relay,Kjell Søbak,SILVER,Sarajevo,Yugoslavia ,Norway,NOR,
2009,1984,Biathlon,M,4x7.5km Relay,Rolf Storsveen,SILVER,Sarajevo,Yugoslavia ,Norway,NOR,
2010,1984,Biathlon,M,4x7.5km Relay,Peter Angerer,BRONZE,Sarajevo,Yugoslavia ,West Germany,DEU,
2011,1984,Biathlon,M,4x7.5km Relay,Fritz Fischer,BRONZE,Sarajevo,Yugoslavia ,West Germany,DEU,
2012,1984,Biathlon,M,4x7.5km Relay,Walter Pichler,BRONZE,Sarajevo,Yugoslavia ,West Germany,DEU,
2013,1984,Biathlon,M,4x7.5km Relay,Ernst Reiter,BRONZE,Sarajevo,Yugoslavia ,West Germany,DEU,
2014,1984,Bobsleigh,M,2-Man Bobsled,Wolfgang Hoppe,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2015,1984,Bobsleigh,M,2-Man Bobsled,Dietmar Schauerhammer,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2016,1984,Bobsleigh,M,2-Man Bobsled,Bogdan Musiol,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2017,1984,Bobsleigh,M,2-Man Bobsled,Bernhard Lehmann,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2018,1984,Bobsleigh,M,2-Man Bobsled,Vladimir Aleksandrov,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2019,1984,Bobsleigh,M,2-Man Bobsled,Zintis Ekmanis,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2020,1984,Bobsleigh,M,4-Man Bobsled,Wolfgang Hoppe,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2021,1984,Bobsleigh,M,4-Man Bobsled,Andreas Kirchner,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2022,1984,Bobsleigh,M,4-Man Bobsled,Dietmar Schauerhammer,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2023,1984,Bobsleigh,M,4-Man Bobsled,Roland Wetzig,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2024,1984,Bobsleigh,M,4-Man Bobsled,Ingo Voge,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2025,1984,Bobsleigh,M,4-Man Bobsled,Eberhard Weise,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2026,1984,Bobsleigh,M,4-Man Bobsled,Bernhard Lehmann,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2027,1984,Bobsleigh,M,4-Man Bobsled,Bogdan Musiol,SILVER,Sarajevo,Yugoslavia ,East Germany,DEU,
2028,1984,Bobsleigh,M,4-Man Bobsled,Rico Freiermuth,BRONZE,Sarajevo,Yugoslavia ,Switzerland,CHE,
2029,1984,Bobsleigh,M,4-Man Bobsled,Silvio Giobellina,BRONZE,Sarajevo,Yugoslavia ,Switzerland,CHE,
2030,1984,Bobsleigh,M,4-Man Bobsled,Urs Salzmann,BRONZE,Sarajevo,Yugoslavia ,Switzerland,CHE,
2031,1984,Bobsleigh,M,4-Man Bobsled,Heinz Stettler,BRONZE,Sarajevo,Yugoslavia ,Switzerland,CHE,
2032,1984,Cross-Country Skiing,F,5km,Marja-Liisa Kirvesniemi-Hämäläinen,GOLD,Sarajevo,Yugoslavia ,Finland,FIN,
2033,1984,Cross-Country Skiing,F,5km,Berit Aunli,SILVER,Sarajevo,Yugoslavia ,Norway,NOR,
2034,1984,Cross-Country Skiing,F,5km,Kvetoslava Jeriová,BRONZE,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2035,1984,Cross-Country Skiing,F,10km,Marja-Liisa Kirvesniemi-Hämäläinen,GOLD,Sarajevo,Yugoslavia ,Finland,FIN,
2036,1984,Cross-Country Skiing,F,10km,Raïsa Smetanina,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2037,1984,Cross-Country Skiing,F,10km,Britt Pettersen,BRONZE,Sarajevo,Yugoslavia ,Norway,NOR,
2038,1984,Cross-Country Skiing,M,15km,Gunde Svan,GOLD,Sarajevo,Yugoslavia ,Sweden,SWE,
2039,1984,Cross-Country Skiing,M,15km,Aki Karvonen,SILVER,Sarajevo,Yugoslavia ,Finland,FIN,
2040,1984,Cross-Country Skiing,M,15km,Harri Kirvesniemi,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2041,1984,Cross-Country Skiing,F,20km,Marja-Liisa Kirvesniemi-Hämäläinen,GOLD,Sarajevo,Yugoslavia ,Finland,FIN,
2042,1984,Cross-Country Skiing,F,20km,Raïsa Smetanina,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2043,1984,Cross-Country Skiing,F,20km,Anne Jahren,BRONZE,Sarajevo,Yugoslavia ,Norway,NOR,
2044,1984,Cross-Country Skiing,M,30km,Nikolay Zimyatov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2045,1984,Cross-Country Skiing,M,30km,Aleksandr Zavyalov,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2046,1984,Cross-Country Skiing,M,30km,Gunde Svan,BRONZE,Sarajevo,Yugoslavia ,Sweden,SWE,
2047,1984,Cross-Country Skiing,M,50km,Thomas Wassberg,GOLD,Sarajevo,Yugoslavia ,Sweden,SWE,
2048,1984,Cross-Country Skiing,M,50km,Gunde Svan,SILVER,Sarajevo,Yugoslavia ,Sweden,SWE,
2049,1984,Cross-Country Skiing,M,50km,Aki Karvonen,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2050,1984,Cross-Country Skiing,F,4x5km Relay,Anne Jahren,GOLD,Sarajevo,Yugoslavia ,Norway,NOR,
2051,1984,Cross-Country Skiing,F,4x5km Relay,Berit Aunli,GOLD,Sarajevo,Yugoslavia ,Norway,NOR,
2052,1984,Cross-Country Skiing,F,4x5km Relay,Inger Nybråten,GOLD,Sarajevo,Yugoslavia ,Norway,NOR,
2053,1984,Cross-Country Skiing,F,4x5km Relay,Britt Pettersen,GOLD,Sarajevo,Yugoslavia ,Norway,NOR,
2054,1984,Cross-Country Skiing,F,4x5km Relay,Kvetoslava Jeriová,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2055,1984,Cross-Country Skiing,F,4x5km Relay,Blanka Pauli,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2056,1984,Cross-Country Skiing,F,4x5km Relay,Dagmar Svubová,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2057,1984,Cross-Country Skiing,F,4x5km Relay,Gabriela Svobodová,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2058,1984,Cross-Country Skiing,F,4x5km Relay,Marja-Liisa Kirvesniemi-Hämäläinen,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2059,1984,Cross-Country Skiing,F,4x5km Relay,Pirkko Määttä,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2060,1984,Cross-Country Skiing,F,4x5km Relay,Marjo Matikainen,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2061,1984,Cross-Country Skiing,F,4x5km Relay,Eija Hyytiäinen,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2062,1984,Cross-Country Skiing,M,4x10km Relay,Gunde Svan,GOLD,Sarajevo,Yugoslavia ,Sweden,SWE,
2063,1984,Cross-Country Skiing,M,4x10km Relay,Thomas Wassberg,GOLD,Sarajevo,Yugoslavia ,Sweden,SWE,
2064,1984,Cross-Country Skiing,M,4x10km Relay,Jan Bo Ottosson,GOLD,Sarajevo,Yugoslavia ,Sweden,SWE,
2065,1984,Cross-Country Skiing,M,4x10km Relay,Benny Kohlberg,GOLD,Sarajevo,Yugoslavia ,Sweden,SWE,
2066,1984,Cross-Country Skiing,M,4x10km Relay,Aleksandr Zavyalov,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2067,1984,Cross-Country Skiing,M,4x10km Relay,Nikolay Zimyatov,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2068,1984,Cross-Country Skiing,M,4x10km Relay,Aleksandr Batyuk,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2069,1984,Cross-Country Skiing,M,4x10km Relay,Vladimir Nikitin,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2070,1984,Cross-Country Skiing,M,4x10km Relay,Aki Karvonen,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2071,1984,Cross-Country Skiing,M,4x10km Relay,Harri Kirvesniemi,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2072,1984,Cross-Country Skiing,M,4x10km Relay,Juha Mieto,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2073,1984,Cross-Country Skiing,M,4x10km Relay,Kari Ristanen,BRONZE,Sarajevo,Yugoslavia ,Finland,FIN,
2074,1984,Figure Skating,M,Individual,Scott Hamilton,GOLD,Sarajevo,Yugoslavia ,United States,USA,
2075,1984,Figure Skating,M,Individual,Brian Orser,SILVER,Sarajevo,Yugoslavia ,Canada,CAN,
2076,1984,Figure Skating,M,Individual,Josef Sabovcík,BRONZE,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2077,1984,Figure Skating,F,Individual,Katarina Witt,GOLD,Sarajevo,Yugoslavia ,East Germany,DEU,
2078,1984,Figure Skating,F,Individual,Rosalyn Sumners,SILVER,Sarajevo,Yugoslavia ,United States,USA,
2079,1984,Figure Skating,F,Individual,Kira Ivanova,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2080,1984,Figure Skating,M,Pairs,Oleg Vasilyev,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2081,1984,Figure Skating,F,Pairs,Yelena Valova,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2082,1984,Figure Skating,M,Pairs,Peter Carruthers,SILVER,Sarajevo,Yugoslavia ,United States,USA,
2083,1984,Figure Skating,F,Pairs,Kitty Carruthers,SILVER,Sarajevo,Yugoslavia ,United States,USA,
2084,1984,Figure Skating,M,Pairs,Oleg Makarov,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2085,1984,Figure Skating,F,Pairs,Larisa Seleznyova,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2086,1984,Figure Skating,M,Ice Dancing,Christopher Dean,GOLD,Sarajevo,Yugoslavia ,Great Britain,GBR,
2087,1984,Figure Skating,F,Ice Dancing,Jayne Torvill,GOLD,Sarajevo,Yugoslavia ,Great Britain,GBR,
2088,1984,Figure Skating,M,Ice Dancing,Andrey Bukin,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2089,1984,Figure Skating,F,Ice Dancing,Natalya Bestemyanova,SILVER,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2090,1984,Figure Skating,M,Ice Dancing,Sergey Ponomarenko,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2091,1984,Figure Skating,F,Ice Dancing,Marina Klimova,BRONZE,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2092,1984,Ice Hockey,M,Ice Hockey,Andrey Khomutov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2093,1984,Ice Hockey,M,Ice Hockey,Vasily Pervukhin,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2094,1984,Ice Hockey,M,Ice Hockey,Vladimir Myshkin,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2095,1984,Ice Hockey,M,Ice Hockey,Vladimir Kovin,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2096,1984,Ice Hockey,M,Ice Hockey,Aleksandr Kozhevnikov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2097,1984,Ice Hockey,M,Ice Hockey,Vladimir Krutov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2098,1984,Ice Hockey,M,Ice Hockey,Igor Larionov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2099,1984,Ice Hockey,M,Ice Hockey,Sergey Makarov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2100,1984,Ice Hockey,M,Ice Hockey,Zinetula Bilyaletdinov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2101,1984,Ice Hockey,M,Ice Hockey,Aleksandr Gerasimov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2102,1984,Ice Hockey,M,Ice Hockey,Aleksey Kasatonov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2103,1984,Ice Hockey,M,Ice Hockey,Vyacheslav Fetisov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2104,1984,Ice Hockey,M,Ice Hockey,Nikolay Drozdetsky,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2105,1984,Ice Hockey,M,Ice Hockey,Sergey Shepelev,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2106,1984,Ice Hockey,M,Ice Hockey,Sergey Starikov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2107,1984,Ice Hockey,M,Ice Hockey,Igor Stelnov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2108,1984,Ice Hockey,M,Ice Hockey,Vladislav Tretyak,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2109,1984,Ice Hockey,M,Ice Hockey,Viktor Tyumenev,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2110,1984,Ice Hockey,M,Ice Hockey,Mikhail Vasilyev,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2111,1984,Ice Hockey,M,Ice Hockey,Aleksandr Skvortsov,GOLD,Sarajevo,Yugoslavia ,Soviet Union,RUS,
2112,1984,Ice Hockey,M,Ice Hockey,Jaromír Sindel,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2113,1984,Ice Hockey,M,Ice Hockey,Pavel Richter,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2114,1984,Ice Hockey,M,Ice Hockey,Vladimír Rozicka,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2115,1984,Ice Hockey,M,Ice Hockey,Dárius Rusnák,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2116,1984,Ice Hockey,M,Ice Hockey,Radoslav Svoboda,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2117,1984,Ice Hockey,M,Ice Hockey,Eduard Uvíra,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
2118,1984,Ice Hockey,M,Ice Hockey,Miroslav Horava,SILVER,Sarajevo,Yugoslavia ,Czechoslovakia,CZE,
